params_id,minRecentCount,diffThresholdDays,maxRecentStd,alpha,frequencyDiffThreshold,frequencyRecentWindowDays,change_type_accuracy,interval_change_precision,interval_change_recall,interval_change_f1,frequency_change_precision,frequency_change_recall,frequency_change_f1,overall_change_precision,overall_change_recall,overall_change_f1,cycle_mae,daily_frequency_mae,score
params_0278,2,0.5,1.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0279,2,0.5,1.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0280,2,0.5,1.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0282,2,0.5,1.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0283,2,0.5,1.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0284,2,0.5,1.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0434,2,0.75,0.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0435,2,0.75,0.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0436,2,0.75,0.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0438,2,0.75,0.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0439,2,0.75,0.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0440,2,0.75,0.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0442,2,0.75,0.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0443,2,0.75,0.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0444,2,0.75,0.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0514,2,0.75,1.0,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0515,2,0.75,1.0,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0516,2,0.75,1.0,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0518,2,0.75,1.0,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0519,2,0.75,1.0,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0520,2,0.75,1.0,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0522,2,0.75,1.0,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0523,2,0.75,1.0,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0524,2,0.75,1.0,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0594,2,0.75,1.2,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0595,2,0.75,1.2,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0596,2,0.75,1.2,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0598,2,0.75,1.2,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0599,2,0.75,1.2,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0600,2,0.75,1.2,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0602,2,0.75,1.2,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0603,2,0.75,1.2,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0604,2,0.75,1.2,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0674,2,0.75,1.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0675,2,0.75,1.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0676,2,0.75,1.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0678,2,0.75,1.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0679,2,0.75,1.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0680,2,0.75,1.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0682,2,0.75,1.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0683,2,0.75,1.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0684,2,0.75,1.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0834,2,1.0,0.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0835,2,1.0,0.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0836,2,1.0,0.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0838,2,1.0,0.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0839,2,1.0,0.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0840,2,1.0,0.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0842,2,1.0,0.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0843,2,1.0,0.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0844,2,1.0,0.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0914,2,1.0,1.0,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0915,2,1.0,1.0,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0916,2,1.0,1.0,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0918,2,1.0,1.0,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0919,2,1.0,1.0,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0920,2,1.0,1.0,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0922,2,1.0,1.0,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0923,2,1.0,1.0,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0924,2,1.0,1.0,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0994,2,1.0,1.2,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0995,2,1.0,1.2,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0996,2,1.0,1.2,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0998,2,1.0,1.2,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_0999,2,1.0,1.2,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1000,2,1.0,1.2,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1002,2,1.0,1.2,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1003,2,1.0,1.2,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1004,2,1.0,1.2,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1074,2,1.0,1.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1075,2,1.0,1.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1076,2,1.0,1.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1078,2,1.0,1.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1079,2,1.0,1.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1080,2,1.0,1.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1082,2,1.0,1.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1083,2,1.0,1.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_1084,2,1.0,1.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2034,3,0.5,0.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2035,3,0.5,0.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2036,3,0.5,0.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2038,3,0.5,0.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2039,3,0.5,0.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2040,3,0.5,0.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2042,3,0.5,0.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2043,3,0.5,0.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2044,3,0.5,0.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2114,3,0.5,1.0,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2115,3,0.5,1.0,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2116,3,0.5,1.0,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2118,3,0.5,1.0,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2119,3,0.5,1.0,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2120,3,0.5,1.0,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2122,3,0.5,1.0,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2123,3,0.5,1.0,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2124,3,0.5,1.0,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2194,3,0.5,1.2,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2195,3,0.5,1.2,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2196,3,0.5,1.2,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2198,3,0.5,1.2,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2199,3,0.5,1.2,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2200,3,0.5,1.2,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2202,3,0.5,1.2,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2203,3,0.5,1.2,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2204,3,0.5,1.2,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2274,3,0.5,1.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2275,3,0.5,1.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2276,3,0.5,1.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2278,3,0.5,1.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2279,3,0.5,1.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2280,3,0.5,1.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2282,3,0.5,1.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2283,3,0.5,1.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2284,3,0.5,1.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2434,3,0.75,0.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2435,3,0.75,0.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2436,3,0.75,0.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2438,3,0.75,0.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2439,3,0.75,0.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2440,3,0.75,0.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2442,3,0.75,0.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2443,3,0.75,0.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2444,3,0.75,0.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2514,3,0.75,1.0,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2515,3,0.75,1.0,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2516,3,0.75,1.0,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2518,3,0.75,1.0,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2519,3,0.75,1.0,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2520,3,0.75,1.0,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2522,3,0.75,1.0,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2523,3,0.75,1.0,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2524,3,0.75,1.0,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2594,3,0.75,1.2,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2595,3,0.75,1.2,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2596,3,0.75,1.2,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2598,3,0.75,1.2,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2599,3,0.75,1.2,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2600,3,0.75,1.2,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2602,3,0.75,1.2,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2603,3,0.75,1.2,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2604,3,0.75,1.2,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2674,3,0.75,1.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2675,3,0.75,1.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2676,3,0.75,1.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2678,3,0.75,1.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2679,3,0.75,1.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2680,3,0.75,1.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2682,3,0.75,1.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2683,3,0.75,1.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2684,3,0.75,1.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2834,3,1.0,0.5,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2835,3,1.0,0.5,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2836,3,1.0,0.5,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2838,3,1.0,0.5,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2839,3,1.0,0.5,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2840,3,1.0,0.5,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2842,3,1.0,0.5,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2843,3,1.0,0.5,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2844,3,1.0,0.5,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2914,3,1.0,1.0,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2915,3,1.0,1.0,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2916,3,1.0,1.0,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2918,3,1.0,1.0,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2919,3,1.0,1.0,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2920,3,1.0,1.0,0.6,0.5,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2922,3,1.0,1.0,0.6,0.7,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2923,3,1.0,1.0,0.6,0.7,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2924,3,1.0,1.0,0.6,0.7,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2994,3,1.0,1.2,0.6,0.3,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2995,3,1.0,1.2,0.6,0.3,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2996,3,1.0,1.2,0.6,0.3,30,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2998,3,1.0,1.2,0.6,0.5,14,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
params_2999,3,1.0,1.2,0.6,0.5,21,0.75,1.0,0.6667,0.8,1.0,1.0,1.0,1.0,0.75,0.8571,0.45,0.11,0.811778
