params_id,minRecentCount,diffThresholdDays,maxRecentStd,alpha,frequencyDiffThreshold,frequencyRecentWindowDays,change_type_accuracy,interval_change_precision,interval_change_recall,interval_change_f1,frequency_change_precision,frequency_change_recall,frequency_change_f1,overall_change_precision,overall_change_recall,overall_change_f1,cycle_mae,daily_frequency_mae,score
params_5054,4,1.0,1.5,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_5055,4,1.0,1.5,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_5056,4,1.0,1.5,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6013,5,0.5,0.5,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6014,5,0.5,0.5,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6015,5,0.5,0.5,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6016,5,0.5,0.5,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6093,5,0.5,1.0,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6094,5,0.5,1.0,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6095,5,0.5,1.0,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6096,5,0.5,1.0,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6173,5,0.5,1.2,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6174,5,0.5,1.2,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6175,5,0.5,1.2,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6176,5,0.5,1.2,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6253,5,0.5,1.5,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6254,5,0.5,1.5,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6255,5,0.5,1.5,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6256,5,0.5,1.5,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6413,5,0.75,0.5,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6414,5,0.75,0.5,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6415,5,0.75,0.5,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6416,5,0.75,0.5,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6493,5,0.75,1.0,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6494,5,0.75,1.0,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6495,5,0.75,1.0,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6496,5,0.75,1.0,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6573,5,0.75,1.2,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6574,5,0.75,1.2,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6575,5,0.75,1.2,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6576,5,0.75,1.2,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6653,5,0.75,1.5,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6654,5,0.75,1.5,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6655,5,0.75,1.5,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6656,5,0.75,1.5,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6813,5,1.0,0.5,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6814,5,1.0,0.5,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6815,5,1.0,0.5,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6816,5,1.0,0.5,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6893,5,1.0,1.0,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6894,5,1.0,1.0,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6895,5,1.0,1.0,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6896,5,1.0,1.0,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6973,5,1.0,1.2,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6974,5,1.0,1.2,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6975,5,1.0,1.2,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_6976,5,1.0,1.2,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_7053,5,1.0,1.5,0.3,1.0,7,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_7054,5,1.0,1.5,0.3,1.0,14,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_7055,5,1.0,1.5,0.3,1.0,21,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_7056,5,1.0,1.5,0.3,1.0,30,0.5,1.0,0.6667,0.8,0,0.0,0,1.0,0.5,0.6667,0.6,0.25,0.638765
params_1266,2,1.5,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1270,2,1.5,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1274,2,1.5,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1346,2,1.5,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1350,2,1.5,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1354,2,1.5,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1426,2,1.5,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1430,2,1.5,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1434,2,1.5,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1506,2,1.5,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1510,2,1.5,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1514,2,1.5,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1586,2,1.5,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1590,2,1.5,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1594,2,1.5,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1666,2,2.0,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1670,2,2.0,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1674,2,2.0,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1746,2,2.0,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1750,2,2.0,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1754,2,2.0,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1826,2,2.0,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1830,2,2.0,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1834,2,2.0,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1906,2,2.0,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1910,2,2.0,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1914,2,2.0,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1986,2,2.0,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1990,2,2.0,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1994,2,2.0,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3266,3,1.5,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3270,3,1.5,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3274,3,1.5,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3346,3,1.5,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3350,3,1.5,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3354,3,1.5,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3426,3,1.5,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3430,3,1.5,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3434,3,1.5,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3506,3,1.5,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3510,3,1.5,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3514,3,1.5,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3586,3,1.5,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3590,3,1.5,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3594,3,1.5,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3666,3,2.0,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3670,3,2.0,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3674,3,2.0,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3746,3,2.0,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3750,3,2.0,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3754,3,2.0,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3826,3,2.0,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3830,3,2.0,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3834,3,2.0,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3906,3,2.0,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3910,3,2.0,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3914,3,2.0,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3986,3,2.0,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3990,3,2.0,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_3994,3,2.0,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5266,4,1.5,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5270,4,1.5,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5274,4,1.5,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5346,4,1.5,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5350,4,1.5,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5354,4,1.5,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5426,4,1.5,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5430,4,1.5,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5434,4,1.5,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5506,4,1.5,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5510,4,1.5,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5514,4,1.5,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5586,4,1.5,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5590,4,1.5,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5594,4,1.5,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5666,4,2.0,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5670,4,2.0,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5674,4,2.0,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5746,4,2.0,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5750,4,2.0,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5754,4,2.0,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5826,4,2.0,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5830,4,2.0,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5834,4,2.0,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5906,4,2.0,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5910,4,2.0,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5914,4,2.0,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5986,4,2.0,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5990,4,2.0,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_5994,4,2.0,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7266,5,1.5,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7270,5,1.5,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7274,5,1.5,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7346,5,1.5,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7350,5,1.5,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7354,5,1.5,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7426,5,1.5,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7430,5,1.5,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7434,5,1.5,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7506,5,1.5,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7510,5,1.5,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7514,5,1.5,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7586,5,1.5,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7590,5,1.5,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7594,5,1.5,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7666,5,2.0,0.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7670,5,2.0,0.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7674,5,2.0,0.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7746,5,2.0,1.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7750,5,2.0,1.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7754,5,2.0,1.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7826,5,2.0,1.2,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7830,5,2.0,1.2,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7834,5,2.0,1.2,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7906,5,2.0,1.5,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7910,5,2.0,1.5,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7914,5,2.0,1.5,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7986,5,2.0,2.0,0.9,0.3,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7990,5,2.0,2.0,0.9,0.5,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_7994,5,2.0,2.0,0.9,0.7,14,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.04,0.472445
params_1267,2,1.5,0.5,0.9,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1268,2,1.5,0.5,0.9,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1271,2,1.5,0.5,0.9,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1272,2,1.5,0.5,0.9,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1275,2,1.5,0.5,0.9,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1276,2,1.5,0.5,0.9,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1347,2,1.5,1.0,0.9,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1348,2,1.5,1.0,0.9,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1351,2,1.5,1.0,0.9,0.5,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1352,2,1.5,1.0,0.9,0.5,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1355,2,1.5,1.0,0.9,0.7,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1356,2,1.5,1.0,0.9,0.7,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1427,2,1.5,1.2,0.9,0.3,21,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
params_1428,2,1.5,1.2,0.9,0.3,30,0.25,0,0.0,0,1.0,1.0,1.0,1.0,0.25,0.4,0.75,0.05,0.471071
